czas,czujnik1,czujnik2
  8469,99531.09,102747.27
  8478,99531.39,102747.47
  8486,99531.59,102747.97
  8495,99531.95,102748.22
  8503,99532.62,102748.42
  8511,99532.73,102748.22
  8519,99532.45,102748.91
  8528,99532.92,102749.11
  8537,99533.22,102748.92
  8545,99533.36,102749.39
  8554,99533.88,102750.14
  8562,99533.53,102750.23
  8571,99534.02,102750.08
  8579,99534.19,102750.39
  8587,99534.53,102750.61
  8596,99534.36,102750.38
  8604,99534.23,102750.61
  8613,99534.14,102749.92
  8621,99534.80,102750.38
  8630,99534.42,102750.00
  8638,99534.39,102750.44
  8647,99534.50,102750.45
  8655,99534.55,102750.84
  8663,99534.42,102750.20
  8673,99533.66,102749.80
  8682,99533.55,102750.31
  8689,99533.11,102749.47
  8699,99533.09,102749.30
  8706,99532.89,102749.72
  8714,99532.50,102749.31
  8723,99532.55,102749.53
  8731,99532.53,102749.52
  8742,99532.06,102748.66
  8748,99532.22,102749.02
  8757,99531.95,102748.52
  8765,99531.16,102749.06
  8773,99531.47,102748.36
  8783,99530.97,102748.94
  8791,99531.16,102748.47
  8799,99531.28,102748.59
  8807,99531.72,102748.75
  8815,99531.39,102748.95
  8824,99531.39,102748.89
  8832,99531.33,102749.27
  8841,99531.34,102749.08
  8849,99531.20,102749.34
  8858,99531.73,102748.98
  8866,99531.86,102749.34
  8874,99532.30,102749.70
  8882,99532.89,102750.28
  8892,99533.81,102750.44
  8900,99533.81,102751.20
  8908,99533.92,102751.33
  8917,99534.16,102751.31
  8925,99534.22,102751.11
  8933,99535.22,102751.39
  8942,99534.80,102751.28
  8950,99535.72,102751.73
  8958,99535.80,102751.77
  8967,99536.48,102752.16
  8975,99536.09,102752.36
  8983,99536.27,102751.84
  8992,99536.11,102752.38
  9001,99536.12,102752.38
  9009,99536.20,102752.41
  9018,99535.94,102752.20
  9026,99535.75,102752.00
  9034,99535.62,102752.06
  9043,99535.80,102752.31
  9051,99535.22,102752.06
  9059,99534.36,102751.45
  9068,99534.83,102751.17
  9077,99534.41,102751.61
  9085,99534.36,102750.97
  9094,99534.48,102750.69
  9102,99533.72,102750.50
  9110,99533.30,102750.84
  9119,99533.41,102749.94
  9127,99532.89,102750.25
  9135,99532.53,102749.86
  9144,99532.36,102750.00
  9152,99531.66,102749.53
  9160,99532.12,102749.25
  9169,99532.03,102749.42
  9178,99532.28,102749.81
  9186,99531.91,102749.55
  9194,99531.77,102749.69
  9203,99531.78,102749.20
  9211,99531.83,102749.92
  9220,99532.38,102749.39
  9228,99532.30,102749.55
  9237,99531.50,102750.17
  9245,99532.25,102750.27
  9253,99531.89,102750.12
  9261,99532.38,102750.19
  9271,99532.14,102750.45
  9279,99531.91,102750.23
  9287,99532.06,102750.25
  9296,99531.80,102750.23
  9304,99531.80,102750.02
  9313,99532.34,102750.16
  9320,99531.50,102750.19
  9329,99532.48,102751.02
  9338,99532.55,102750.53
  9346,99532.77,102750.91
  9355,99533.23,102750.77
  9363,99533.02,102751.02
  9371,99533.42,102751.45
  9380,99533.70,102750.98
  9389,99533.77,102751.38
  9397,99534.11,102751.47
  9405,99534.61,102752.08
  9413,99534.64,102752.11
  9422,99535.30,102752.62
  9431,99535.55,102753.23
  9439,99535.95,102752.98
  9448,99536.45,102753.06
  9456,99536.14,102753.25
  9464,99536.36,102753.36
  9472,99537.03,102753.61
  9481,99536.44,102753.64
  9489,99536.62,102754.14
  9498,99536.55,102753.72
  9507,99536.42,102753.72
  9515,99536.36,102753.45
  9523,99536.27,102753.56
  9532,99535.84,102753.08
  9540,99535.56,102753.14
  9549,99535.22,102753.06
  9557,99534.45,102752.75
  9566,99534.73,102752.45
  9574,99533.95,102751.62
  9582,99533.89,102751.69
  9590,99533.67,102751.22
  9599,99533.11,102751.39
  9608,99533.09,102751.02
  9616,99532.27,102750.39
  9625,99531.36,102750.42
  9633,99532.12,102750.75
  9641,99531.28,102750.28
  9650,99531.48,102750.19
  9658,99530.94,102750.33
  9667,99530.95,102750.41
  9675,99531.64,102750.31
  9683,99531.55,102750.06
  9692,99531.16,102750.72
  9700,99531.48,102750.81
  9709,99531.44,102750.83
  9718,99531.22,102750.73
  9726,99531.70,102750.97
  9734,99531.81,102750.75
  9743,99532.16,102751.06
  9751,99532.66,102750.91
  9759,99532.34,102751.91
  9767,99533.27,102751.91
  9776,99533.69,102751.86
  9784,99533.67,102752.27
  9792,99534.05,102752.81
  9802,99534.80,102752.30
  9809,99534.72,102753.00
  9819,99535.58,102753.25
  9827,99535.94,102753.28
  9836,99535.89,102754.03
  9844,99536.31,102753.73
  9852,99536.22,102754.19
  9860,99536.27,102754.45
  9869,99536.52,102754.47
  9878,99536.62,102754.77
  9885,99536.34,102754.70
  9894,99537.22,102754.56
  9903,99536.83,102754.72
  9911,99537.19,102754.66
  9919,99537.11,102754.53
  9928,99536.70,102754.28
  9936,99536.16,102755.03
  9944,99536.03,102754.34
  9953,99536.16,102754.25
  9961,99535.80,102753.88
  9970,99536.03,102753.67
  9979,99535.61,102753.67
  9987,99535.98,102753.45
  9996,99535.50,102753.69
 10004,99534.66,102753.05
 10012,99534.88,102753.25
 10021,99534.58,102752.81
 10030,99534.47,102753.05
 10037,99534.11,102753.05
 10046,99533.95,102752.44
 10054,99533.23,102752.17
 10063,99533.81,102752.33
 10071,99533.44,102751.53
 10079,99533.42,102752.11
 10088,99532.61,102751.78
 10096,99533.25,102751.75
 10105,99532.52,102751.44
 10113,99532.80,102751.42
 10122,99532.70,102751.22
 10130,99532.42,102751.55
 10139,99532.08,102751.53
 10147,99532.39,102751.48
 10156,99532.14,102751.41
 10164,99532.20,102751.20
 10172,99531.69,102750.91
 10181,99532.03,102751.59
 10189,99532.39,102751.58
 10198,99532.58,102751.27
 10206,99532.42,102751.12
 10215,99532.12,102751.16
 10223,99532.39,102750.84
 10231,99532.73,102750.42
 10239,99532.55,102750.89
 10249,99532.64,102750.61
 10256,99533.08,102750.86
 10266,99533.55,102750.67
 10274,99533.30,102750.47
 10282,99533.78,102750.83
 10291,99533.64,102751.16
 10299,99533.59,102750.55
 10307,99533.61,102750.69
 10316,99533.28,102750.30
 10324,99533.44,102750.30
 10333,99534.42,102750.53
 10341,99533.34,102750.42
 10350,99533.67,102750.58
 10358,99533.75,102750.66
 10366,99533.73,102750.80
 10375,99533.83,102750.48
 10383,99533.41,102750.86
 10392,99533.78,102750.17
 10401,99533.53,102750.03
 10408,99534.16,102750.45
 10417,99534.22,102750.83
 10426,99533.92,102750.70
 10434,99533.92,102750.16
 10442,99533.69,102750.17
 10450,99533.97,102749.58
 10460,99534.39,102750.36
 10468,99533.77,102749.61
 10476,99534.23,102749.92
 10485,99533.64,102750.22
 10493,99533.80,102749.75
 10502,99534.38,102749.47
 10510,99534.91,102749.84
 10518,99534.58,102749.69
 10527,99534.03,102749.14
 10536,99533.98,102749.14
 10544,99533.78,102749.45
 10552,99534.16,102748.75
 10560,99533.89,102749.25
 10569,99533.64,102749.61
 10577,99533.75,102749.91
 10586,99534.06,102749.52
 10594,99534.14,102749.50
 10602,99533.80,102749.52
 10611,99534.31,102749.33
 10619,99533.88,102749.19
 10627,99533.84,102749.55
 10636,99534.34,102748.80
 10644,99534.30,102749.36
 10653,99533.84,102749.16
 10661,99533.80,102749.17
 10670,99534.20,102749.23
 10679,99533.84,102749.23
 10687,99533.95,102749.23
 10695,99534.42,102749.47
 10704,99533.88,102749.61
 10712,99534.25,102749.47
 10721,99534.20,102749.77
 10729,99534.03,102749.94
 10738,99534.55,102750.81
 10746,99534.77,102750.73
 10754,99535.03,102750.73
 10762,99535.45,102750.88
 10771,99535.53,102751.09
 10780,99535.39,102752.06
 10789,99536.16,102752.61
 10797,99536.30,102752.41
 10806,99537.14,102752.88
 10814,99536.97,102753.06
 10822,99537.23,102752.84
 10831,99537.66,102753.39
 10839,99538.06,102753.45
 10848,99538.56,102753.64
 10856,99538.97,102754.27
 10864,99539.06,102754.11
 10874,99539.39,102754.30
 10882,99539.27,102754.89
 10890,99539.59,102754.42
 10899,99539.45,102754.58
 10906,99539.73,102754.19
 10914,99539.69,102754.30
 10924,99538.75,102754.53
 10931,99539.30,102754.36
 10940,99539.14,102754.30
 10948,99538.53,102754.47
 10957,99538.66,102753.98
 10966,99538.22,102754.00
 10974,99537.77,102753.44
 10983,99538.00,102753.03
 10991,99537.34,102753.25
 10999,99536.95,102752.59
 11008,99536.70,102752.62
 11015,99536.64,102752.81
 11024,99536.14,102752.86
 11032,99536.08,102752.52
 11041,99535.67,102752.39
 11049,99535.61,102751.72
 11058,99535.38,102751.92
 11066,99534.72,102752.00
 11075,99534.86,102752.02
 11083,99534.33,102751.31
 11092,99534.88,102752.06
 11100,99534.92,102751.91
 11108,99534.62,102752.23
 11116,99535.06,102752.52
 11125,99534.95,102752.59
 11133,99535.45,102752.70
 11142,99535.69,102752.89
 11150,99535.83,102752.83
 11159,99536.25,102753.36
 11167,99536.83,102753.81
 11176,99537.09,102754.39
 11184,99537.78,102754.23
 11193,99537.69,102754.41
 11201,99538.44,102754.81
 11210,99538.09,102755.34
 11218,99538.52,102755.69
 11226,99538.88,102755.42
 11235,99538.95,102755.72
 11243,99538.47,102756.36
 11252,99539.38,102756.03
 11260,99539.25,102756.03
 11269,99538.92,102756.38
 11278,99539.52,102756.05
 11286,99539.78,102756.41
 11294,99539.30,102756.58
 11303,99539.08,102755.91
 11311,99538.52,102755.70
 11319,99538.86,102755.23
 11328,99538.50,102755.11
 11336,99538.97,102755.08
 11345,99538.55,102755.08
 11353,99538.16,102755.05
 11362,99538.70,102755.19
 11369,99537.94,102754.41
 11379,99537.73,102754.91
 11387,99537.62,102754.75
 11395,99537.39,102754.16
 11403,99536.80,102754.02
 11412,99536.58,102754.14
 11420,99536.56,102754.28
 11429,99536.67,102754.17
 11438,99536.41,102753.73
 11446,99535.67,102753.80
 11455,99536.23,102754.22
 11463,99536.08,102754.00
 11472,99536.14,102754.25
 11479,99536.17,102754.25
 11488,99536.75,102754.52
 11496,99536.14,102754.67
 11505,99536.88,102754.11
 11513,99536.19,102755.12
 11522,99536.97,102755.39
 11530,99537.77,102755.59
 11538,99538.12,102755.89
 11547,99538.42,102756.48
 11555,99538.62,102757.12
 11564,99538.69,102757.03
 11572,99539.22,102757.06
 11581,99539.88,102757.91
 11589,99539.86,102758.34
 11598,99540.55,102758.16
 11605,99540.34,102758.08
 11614,99540.05,102758.28
 11622,99540.91,102758.27
 11631,99540.52,102758.36
 11639,99540.48,102757.84
 11648,99540.73,102757.98
 11657,99540.41,102758.30
 11665,99540.61,102758.23
 11674,99540.28,102758.19
 11682,99540.45,102758.03
 11690,99540.22,102758.36
 11699,99539.95,102757.73
 11707,99539.75,102757.97
 11716,99539.52,102757.50
 11723,99538.69,102757.19
 11733,99538.31,102757.22
 11741,99538.62,102756.97
 11749,99538.22,102756.53
 11757,99537.89,102756.88
 11766,99537.97,102757.02
 11774,99537.31,102756.17
 11783,99536.97,102756.23
 11791,99536.50,102756.36
 11801,99537.27,102755.97
 11809,99536.47,102755.83
 11816,99537.30,102755.86
 11825,99537.28,102756.17
 11833,99536.91,102755.92
 11842,99537.02,102756.30
 11850,99536.81,102756.03
 11859,99537.34,102756.25
 11868,99538.08,102756.14
 11876,99538.11,102756.80
 11884,99537.97,102756.78
 11892,99538.47,102757.23
 11901,99538.83,102757.41
 11909,99539.03,102757.22
 11918,99539.41,102758.09
 11927,99539.91,102758.33
 11934,99539.86,102758.80
 11944,99540.16,102758.64
 11951,99539.77,102759.03
 11960,99540.05,102758.78
 11968,99540.55,102758.91
 11977,99540.66,102758.92
 11985,99540.59,102758.97
 11993,99540.89,102759.16
 12002,99540.38,102759.39
 12010,99540.48,102759.66
 12019,99540.77,102759.06
 12027,99540.27,102759.09
 12036,99540.50,102759.48
 12044,99540.38,102758.72
 12053,99539.69,102758.86
 12061,99539.91,102759.09
 12069,99540.30,102759.31
 12078,99540.05,102758.69
 12086,99539.47,102758.80
 12095,99539.22,102758.84
 12103,99539.05,102758.00
 12111,99538.66,102757.92
 12120,99538.44,102757.48
 12128,99538.47,102757.77
 12137,99538.33,102757.44
 12145,99537.77,102757.50
 12153,99537.84,102757.06
 12162,99537.39,102757.16
 12171,99537.78,102756.44
 12179,99537.69,102757.12
 12188,99537.34,102757.03
 12196,99537.83,102756.70
 12204,99537.58,102756.80
 12213,99537.83,102756.98
 12221,99537.52,102756.97
 12230,99537.94,102757.56
 12238,99538.06,102757.33
 12247,99537.70,102757.66
 12255,99538.00,102757.69
 12264,99538.44,102757.83
 12272,99538.09,102757.67
 12280,99538.45,102758.48
 12289,99539.05,102758.47
 12297,99539.19,102758.44
 12306,99539.80,102758.52
 12314,99539.78,102759.30
 12322,99540.02,102759.28
 12331,99539.78,102759.48
 12339,99540.20,102759.62
 12347,99540.28,102759.70
 12356,99540.61,102759.69
 12364,99540.73,102759.98
 12373,99540.78,102760.16
 12381,99540.66,102760.31
 12390,99540.55,102759.78
 12398,99541.41,102760.47
 12407,99541.03,102760.48
 12416,99540.62,102760.30
 12423,99540.33,102759.61
 12432,99540.73,102760.03
 12441,99541.00,102760.25
 12449,99540.58,102760.16
 12458,99540.53,102759.66
 12467,99540.67,102759.53
 12474,99540.05,102759.56
 12483,99540.28,102759.38
 12491,99540.27,102759.47
 12500,99539.78,102759.19
 12509,99539.16,102759.62
 12516,99539.34,102758.91
 12525,99538.75,102758.45
 12534,99538.47,102758.38
 12542,99538.94,102757.95
 12550,99538.36,102758.09
 12559,99537.80,102758.05
 12567,99537.75,102757.80
 12575,99537.69,102757.62
 12584,99537.73,102757.44
 12592,99537.39,102757.84
 12601,99537.95,102757.28
 12609,99537.72,102757.61
 12618,99537.20,102757.69
 12626,99537.41,102757.44
 12635,99537.12,102757.20
 12643,99537.14,102757.03
 12652,99536.70,102756.98
 12660,99537.09,102756.81
 12668,99536.52,102756.88
 12677,99537.58,102757.00
 12685,99536.30,102757.06
 12694,99537.33,102757.05
 12702,99537.23,102757.19
 12710,99537.48,102757.61
 12719,99537.53,102757.78
 12728,99537.94,102757.31
 12735,99537.77,102757.95
 12744,99537.95,102757.91
 12752,99537.62,102757.67
 12760,99537.73,102757.97
 12770,99538.42,102757.98
 12777,99537.97,102758.28
 12787,99538.16,102757.83
 12795,99538.17,102757.83
 12803,99538.50,102758.17
 12812,99538.56,102758.23
 12820,99538.72,102758.33
 12829,99538.69,102758.30
 12837,99538.72,102758.30
 12846,99538.64,102758.61
 12855,99538.61,102757.94
 12863,99539.14,102758.14
 12872,99538.73,102758.75
 12879,99539.05,102758.39
 12888,99538.45,102757.98
 12897,99539.05,102758.50
 12906,99539.00,102758.86
 12913,99539.50,102758.55
 12921,99539.53,102758.67
 12930,99539.09,102758.64
 12938,99539.17,102758.89
 12947,99539.08,102758.66
 12955,99539.00,102758.98
 12964,99539.16,102759.20
 12972,99539.06,102758.62
 12981,99539.48,102758.41
 12989,99539.52,102758.50
 12998,99539.20,102758.16
 13005,99539.53,102758.61
 13015,99539.34,102758.75
 13022,99540.23,102758.44
 13030,99540.33,102758.67
 13039,99539.77,102759.20
 13047,99539.84,102758.64
 13056,99540.14,102759.08
 13065,99539.28,102759.52
 13074,99540.38,102759.05
 13082,99540.06,102758.77
 13089,99540.28,102758.72
 13099,99540.33,102759.06
 13107,99540.47,102759.23
 13115,99541.36,102758.72
 13124,99540.80,102758.81
 13132,99540.64,102758.81
 13140,99540.92,102758.98
 13149,99540.94,102758.91
 13157,99540.80,102759.19
 13166,99540.84,102759.36
 13174,99540.52,102758.80
 13183,99540.84,102758.97
 13191,99541.25,102758.78
 13200,99540.98,102759.27
 13208,99540.88,102759.27
 13217,99541.02,102759.30
 13225,99541.33,102759.20
 13234,99540.94,102758.92
 13241,99541.30,102758.48
 13251,99541.27,102758.36
 13258,99541.58,102758.94
 13267,99541.11,102759.00
 13275,99541.03,102758.64
 13284,99541.12,102758.95
 13292,99540.98,102758.67
 13301,99541.39,102758.91
 13309,99541.11,102759.08
 13318,99541.05,102758.53
 13326,99541.06,102758.42
 13334,99541.53,102758.91
 13343,99540.97,102758.75
 13351,99541.45,102758.66
 13360,99541.50,102758.58
 13368,99540.81,102758.66
 13377,99541.19,102757.86
 13385,99541.59,102758.61
 13394,99541.36,102758.55
 13401,99542.16,102758.56
 13410,99541.56,102758.22
 13418,99541.00,102758.77
 13427,99541.31,102758.39
 13436,99541.86,102758.23
 13444,99541.31,102758.00
 13453,99541.72,102758.48
 13461,99541.38,102758.62
 13469,99541.34,102758.03
 13478,99541.75,102758.03
 13486,99541.86,102758.80
 13494,99541.30,102758.45
 13503,99541.97,102758.38
 13512,99541.66,102758.55
 13520,99542.16,102758.94
 13528,99541.80,102757.92
 13537,99541.64,102758.67
 13545,99542.30,102758.95
 13554,99541.97,102758.38
 13562,99542.56,102758.81
 13571,99541.50,102758.66
 13579,99542.20,102757.98
 13588,99542.44,102758.67
 13596,99542.31,102758.52
 13605,99542.08,102758.61
 13612,99542.09,102758.61
 13621,99542.19,102758.72
 13630,99542.09,102758.41
 13637,99542.47,102758.08
 13646,99542.61,102758.22
 13654,99542.53,102758.09
 13663,99542.55,102758.47
 13671,99542.39,102758.28
 13680,99542.56,102758.25
 13689,99542.48,102758.50
 13697,99542.25,102758.59
 13706,99541.86,102758.27
 13713,99542.38,102758.59
 13722,99542.16,102758.52
 13730,99542.30,102758.19
 13739,99542.23,102758.52
 13748,99541.95,102758.53
 13756,99541.78,102758.16
 13764,99542.56,102758.20
 13773,99541.94,102758.05
 13781,99542.39,102757.95
 13790,99542.84,102758.30
 13799,99542.67,102758.31
 13808,99543.06,102757.84
 13817,99542.73,102758.33
 13823,99542.16,102758.02
 13832,99542.44,102757.67
 13840,99542.55,102757.91
 13849,99542.23,102758.20
 13857,99542.19,102758.17
 13866,99542.86,102758.08
 13874,99542.64,102757.62
 13882,99542.23,102757.69
 13891,99542.48,102758.16
 13899,99542.88,102757.78
 13908,99542.28,102757.86
 13916,99542.70,102757.94
 13925,99542.86,102757.86
 13933,99542.14,102757.94
 13942,99542.73,102758.27
 13950,99542.52,102758.06
 13958,99543.09,102757.98
 13967,99542.20,102757.88
 13975,99542.55,102757.78
 13984,99542.78,102757.94
 13992,99542.48,102757.84
 14001,99542.53,102757.73
 14009,99542.30,102758.20
 14017,99542.62,102757.62
 14025,99542.31,102757.75
 14034,99542.73,102757.72
 14042,99542.22,102758.03
 14051,99542.59,102757.86
 14059,99542.16,102757.58
 14068,99542.67,102757.47
 14077,99542.00,102757.38
 14085,99542.78,102757.47
 14093,99542.06,102757.58
 14101,99542.41,102757.56
 14110,99542.62,102757.67
 14118,99542.39,102757.42
 14127,99542.44,102757.39
 14135,99542.53,102757.17
 14144,99542.16,102757.12
 14152,99542.27,102756.89
 14161,99541.84,102757.45
 14169,99542.05,102757.42
 14178,99542.09,102757.27
 14186,99541.56,102757.33
 14194,99541.83,102757.20
 14202,99541.52,102757.36
 14211,99541.91,102757.70
 14220,99541.20,102756.78
 14228,99541.58,102756.89
 14237,99541.84,102756.83
 14245,99541.52,102756.94
 14254,99541.30,102756.89
 14262,99541.48,102756.59
 14270,99541.45,102757.00
 14279,99541.50,102757.19
 14287,99541.28,102756.64
 14296,99540.84,102756.97
 14304,99541.41,102757.16
 14313,99541.17,102756.53
 14320,99540.66,102756.42
 14330,99541.27,102757.06
 14338,99540.50,102756.45
 14347,99540.42,102756.62
 14355,99540.22,102756.77
 14364,99540.81,102756.19
 14372,99540.59,102756.06
 14380,99540.45,102756.31
 14388,99540.23,102757.08
 14397,99540.75,102756.45
 14405,99540.58,102756.12
 14413,99541.03,102756.25
 14422,99540.25,102756.23
 14430,99540.14,102756.03
 14439,99540.02,102756.22
 14447,99540.22,102755.84
 14456,99540.03,102755.94
 14465,99540.06,102755.89
 14472,99539.81,102755.45
 14481,99539.92,102755.58
 14489,99540.00,102755.52
 14498,99539.62,102755.44
 14506,99540.25,102756.08
 14515,99539.83,102755.31
 14523,99540.00,102755.88
 14532,99539.61,102754.92
 14540,99539.97,102755.83
 14549,99539.62,102755.42
 14557,99539.59,102755.66
 14566,99539.59,102755.31
 14574,99539.66,102755.70
 14582,99539.92,102755.31
